borobox,box_type,location,zip,borough,communitydistict,citycouncil,latitude,longitude,location_point,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,zipcode,incident_volume,facname,factype,address,boro
X4755,ERS,LONGFELLOW AVE & E 176 ST,10460.0,BRONX,BX03,17.0,40.83829039,-73.88285029,"{'type': 'Point', 'coordinates': [-73.88285029, 40.83829039]}",11269.0,34.0,5.0,43.0,25.0,10460,40,CSL LONGFELLOW AVE & E 176 ST,SYNTHETIC_CSL,LONGFELLOW AVE & E 176 ST,BRONX
X2914,ERS,SOUTHERN BLVD & BOSTON RD,10460.0,BRONX,BX03,17.0,40.83735885,-73.88798219,"{'type': 'Point', 'coordinates': [-73.88798219, 40.83735885]}",11269.0,34.0,5.0,43.0,25.0,10460,40,CSL SOUTHERN BLVD & BOSTON RD,SYNTHETIC_CSL,SOUTHERN BLVD & BOSTON RD,BRONX
X4763,ERS,SOUTHERN BLVD & E 185 ST,10460.0,BRONX,BX06,15.0,40.85218936,-73.88200299,"{'type': 'Point', 'coordinates': [-73.88200299, 40.85218936]}",11269.0,35.0,5.0,22.0,31.0,10460,40,CSL SOUTHERN BLVD & E 185 ST,SYNTHETIC_CSL,SOUTHERN BLVD & E 185 ST,BRONX
X2557,ERS,E 167 ST & STEBBINS ST/POLITE AVE,10459.0,BRONX,BX02,17.0,40.82627431,-73.89840604,"{'type': 'Point', 'coordinates': [-73.89840604, 40.82627431]}",10937.0,8.0,5.0,43.0,24.0,10459,38,CSL E 167 ST & STEBBINS ST/POLITE AVE,SYNTHETIC_CSL,E 167 ST & STEBBINS ST/POLITE AVE,BRONX
X2334,ERS,BRUCKNER BLVD & TIFFANY ST,10459.0,BRONX,BX02,17.0,40.81783326,-73.89343682,"{'type': 'Point', 'coordinates': [-73.89343682, 40.81783326]}",10937.0,8.0,5.0,43.0,24.0,10459,38,CSL BRUCKNER BLVD & TIFFANY ST,SYNTHETIC_CSL,BRUCKNER BLVD & TIFFANY ST,BRONX
X2375,ERS,WESTCHESTER AVE & STEBBINS/POLITE AVE,10459.0,BRONX,BX02,17.0,40.82123885,-73.89885249,"{'type': 'Point', 'coordinates': [-73.89885249, 40.82123885]}",10937.0,8.0,5.0,43.0,24.0,10459,38,CSL WESTCHESTER AVE & STEBBINS/POLITE AVE,SYNTHETIC_CSL,WESTCHESTER AVE & STEBBINS/POLITE AVE,BRONX
X2513,ERS,PROSPECT AVE & E 165 ST,10459.0,BRONX,BX02,17.0,40.82405794,-73.8997992,"{'type': 'Point', 'coordinates': [-73.8997992, 40.82405794]}",10937.0,8.0,5.0,43.0,25.0,10459,38,CSL PROSPECT AVE & E 165 ST,SYNTHETIC_CSL,PROSPECT AVE & E 165 ST,BRONX
X2553,ERS,SOUTHERN BLVD & E 167 ST,10459.0,BRONX,BX03,17.0,40.82679445,-73.89191272,"{'type': 'Point', 'coordinates': [-73.89191272, 40.82679445]}",10937.0,34.0,5.0,43.0,25.0,10459,38,CSL SOUTHERN BLVD & E 167 ST,SYNTHETIC_CSL,SOUTHERN BLVD & E 167 ST,BRONX
X3051,ERS,ST RAYMONDS AVE & PURDY ST,10462.0,BRONX,BX09,18.0,40.83767598,-73.8534886,"{'type': 'Point', 'coordinates': [-73.8534886, 40.83767598]}",11271.0,58.0,5.0,31.0,26.0,10462,38,CSL ST RAYMONDS AVE & PURDY ST,SYNTHETIC_CSL,ST RAYMONDS AVE & PURDY ST,BRONX
X3005,ERS,N/S METROPOLITAN AVE & HAWTHORNE DR,10462.0,BRONX,BX09,18.0,40.8391561,-73.85916147,"{'type': 'Point', 'coordinates': [-73.85916147, 40.8391561]}",11271.0,58.0,5.0,31.0,26.0,10462,38,CSL N/S METROPOLITAN AVE & HAWTHORNE DR,SYNTHETIC_CSL,N/S METROPOLITAN AVE & HAWTHORNE DR,BRONX
X4605,ERS,ODELL ST E/S 400' N OF ST RAYMONDS AVE,10462.0,BRONX,BX09,18.0,40.83871373,-73.85459964,"{'type': 'Point', 'coordinates': [-73.85459964, 40.83871373]}",11271.0,58.0,5.0,31.0,26.0,10462,38,CSL ODELL ST E/S 400' N OF ST RAYMONDS AVE,SYNTHETIC_CSL,ODELL ST E/S 400' N OF ST RAYMONDS AVE,BRONX
X2860,ERS,CHATTERTON AVE & HAVEMEYER AVE,10462.0,BRONX,BX09,18.0,40.8287466,-73.84717881,"{'type': 'Point', 'coordinates': [-73.84717881, 40.8287466]}",11610.0,58.0,5.0,31.0,26.0,10462,38,CSL CHATTERTON AVE & HAVEMEYER AVE,SYNTHETIC_CSL,CHATTERTON AVE & HAVEMEYER AVE,BRONX
X3001,ERS,E TREMONT AVE & DOGWOOD DR,10462.0,BRONX,BX09,18.0,40.84151272,-73.86176167,"{'type': 'Point', 'coordinates': [-73.86176167, 40.84151272]}",11271.0,59.0,5.0,12.0,32.0,10462,38,CSL E TREMONT AVE & DOGWOOD DR,SYNTHETIC_CSL,E TREMONT AVE & DOGWOOD DR,BRONX
B0674,ERS,WILLOUGHBY AVE & MARCY AVE,11206.0,BROOKLYN,BK03,36.0,40.69390487,-73.94891392,"{'type': 'Point', 'coordinates': [-73.94891392, 40.69390487]}",17213.0,69.0,2.0,49.0,51.0,11206,37,CSL WILLOUGHBY AVE & MARCY AVE,SYNTHETIC_CSL,WILLOUGHBY AVE & MARCY AVE,BROOKLYN
B0274,BARS,MESEROLE ST & WATERBURY ST,11206.0,BROOKLYN,BK01,34.0,40.7086776,-73.93698021,"{'type': 'Point', 'coordinates': [-73.93698021, 40.7086776]}",17213.0,36.0,2.0,30.0,56.0,11206,37,CSL MESEROLE ST & WATERBURY ST,SYNTHETIC_CSL,MESEROLE ST & WATERBURY ST,BROOKLYN
B0347,ERS,GRAHAM AVE & COOK ST,11206.0,BROOKLYN,BK01,34.0,40.70234555,-73.94238141,"{'type': 'Point', 'coordinates': [-73.94238141, 40.70234555]}",17213.0,36.0,2.0,30.0,56.0,11206,37,CSL GRAHAM AVE & COOK ST,SYNTHETIC_CSL,GRAHAM AVE & COOK ST,BROOKLYN
B0779,ERS,MYRTLE AVE & BROADWAY,11206.0,BROOKLYN,BK03,34.0,40.69698654,-73.93522264,"{'type': 'Point', 'coordinates': [-73.93522264, 40.69698654]}",17213.0,69.0,2.0,49.0,52.0,11206,37,CSL MYRTLE AVE & BROADWAY,SYNTHETIC_CSL,MYRTLE AVE & BROADWAY,BROOKLYN
B0341,ERS,LEE AVE & LORIMER ST,11206.0,BROOKLYN,BK01,33.0,40.70021099,-73.95388643,"{'type': 'Point', 'coordinates': [-73.95388643, 40.70021099]}",17213.0,36.0,2.0,38.0,56.0,11206,37,CSL LEE AVE & LORIMER ST,SYNTHETIC_CSL,LEE AVE & LORIMER ST,BROOKLYN
X2180,ERS,BEEKMAN AVE & OAK TER,10454.0,BRONX,BX01,8.0,40.80872277,-73.91388448,"{'type': 'Point', 'coordinates': [-73.91388448, 40.80872277]}",10932.0,49.0,5.0,35.0,23.0,10454,36,CSL BEEKMAN AVE & OAK TER,SYNTHETIC_CSL,BEEKMAN AVE & OAK TER,BRONX
X2126,ERS,3 AVE & E 135 ST,10454.0,BRONX,BX01,8.0,40.80956472,-73.92921854,"{'type': 'Point', 'coordinates': [-73.92921854, 40.80956472]}",10932.0,49.0,5.0,35.0,23.0,10454,36,CSL 3 AVE & E 135 ST,SYNTHETIC_CSL,3 AVE & E 135 ST,BRONX
X2205,ERS,ST ANNS AVE & E 146 ST,10454.0,BRONX,BX01,8.0,40.81230111,-73.91409757,"{'type': 'Point', 'coordinates': [-73.91409757, 40.81230111]}",10933.0,49.0,5.0,35.0,23.0,10454,36,CSL ST ANNS AVE & E 146 ST,SYNTHETIC_CSL,ST ANNS AVE & E 146 ST,BRONX
X2121,ERS,BROWN PL & E 134 ST,10454.0,BRONX,BX01,8.0,40.80536825,-73.9218952,"{'type': 'Point', 'coordinates': [-73.9218952, 40.80536825]}",10932.0,49.0,5.0,35.0,23.0,10454,36,CSL BROWN PL & E 134 ST,SYNTHETIC_CSL,BROWN PL & E 134 ST,BRONX
X2147,ERS,ST ANNS AVE & E 138 ST,10454.0,BRONX,BX01,8.0,40.80682209,-73.9174799,"{'type': 'Point', 'coordinates': [-73.9174799, 40.80682209]}",10932.0,49.0,5.0,35.0,23.0,10454,36,CSL ST ANNS AVE & E 138 ST,SYNTHETIC_CSL,ST ANNS AVE & E 138 ST,BRONX
B1571,ERS,NOSTRAND AVE & LINDEN BLVD,11226.0,BROOKLYN,BK17,40.0,40.65264232,-73.94976875,"{'type': 'Point', 'coordinates': [-73.94976875, 40.65264232]}",13510.0,61.0,2.0,11.0,40.0,11226,35,CSL NOSTRAND AVE & LINDEN BLVD,SYNTHETIC_CSL,NOSTRAND AVE & LINDEN BLVD,BROOKLYN
B2453,ERS,FOSTER AVE & E 21 ST,11226.0,BROOKLYN,BK14,40.0,40.63679269,-73.95743328,"{'type': 'Point', 'coordinates': [-73.95743328, 40.63679269]}",13510.0,60.0,2.0,11.0,43.0,11226,35,CSL FOSTER AVE & E 21 ST,SYNTHETIC_CSL,FOSTER AVE & E 21 ST,BROOKLYN
B1563,ERS,TILDEN AVE & ROGERS AVE,11226.0,BROOKLYN,BK17,40.0,40.64677092,-73.95204923,"{'type': 'Point', 'coordinates': [-73.95204923, 40.64677092]}",13510.0,61.0,2.0,11.0,40.0,11226,35,CSL TILDEN AVE & ROGERS AVE,SYNTHETIC_CSL,TILDEN AVE & ROGERS AVE,BROOKLYN
B1092,ERS,FLATBUSH AVE & WINTHROP ST,11226.0,BROOKLYN,BK09,40.0,40.65648588,-73.96007277,"{'type': 'Point', 'coordinates': [-73.96007277, 40.65648588]}",13509.0,17.0,2.0,11.0,44.0,11226,35,CSL FLATBUSH AVE & WINTHROP ST,SYNTHETIC_CSL,FLATBUSH AVE & WINTHROP ST,BROOKLYN
B1548,ERS,WOODRUFF AVE & FLATBUSH AVE,11226.0,BROOKLYN,BK14,40.0,40.65483921,-73.95969666,"{'type': 'Point', 'coordinates': [-73.95969666, 40.65483921]}",13510.0,60.0,2.0,11.0,43.0,11226,35,CSL WOODRUFF AVE & FLATBUSH AVE,SYNTHETIC_CSL,WOODRUFF AVE & FLATBUSH AVE,BROOKLYN
B3110,ERS,AVENUE I & E 38 ST,11210.0,BROOKLYN,BK18,45.0,40.62979489,-73.93960544,"{'type': 'Point', 'coordinates': [-73.93960544, 40.62979489]}",17217.0,5.0,2.0,26.0,38.0,11210,34,CSL AVENUE I & E 38 ST,SYNTHETIC_CSL,AVENUE I & E 38 ST,BROOKLYN
B3033,ERS,AVENUE I & E 27 ST,11210.0,BROOKLYN,BK14,45.0,40.62885277,-73.95017657,"{'type': 'Point', 'coordinates': [-73.95017657, 40.62885277]}",17217.0,60.0,2.0,26.0,43.0,11210,34,CSL AVENUE I & E 27 ST,SYNTHETIC_CSL,AVENUE I & E 27 ST,BROOKLYN
B2428,ERS,FARRAGUT RD & E 32 ST,11210.0,BROOKLYN,BK17,45.0,40.63638731,-73.94610943,"{'type': 'Point', 'coordinates': [-73.94610943, 40.63638731]}",17217.0,61.0,2.0,26.0,40.0,11210,34,CSL FARRAGUT RD & E 32 ST,SYNTHETIC_CSL,FARRAGUT RD & E 32 ST,BROOKLYN
B2407,ERS,ALBANY AVE & AVENUE H,11210.0,BROOKLYN,BK18,45.0,40.63214962,-73.93711846,"{'type': 'Point', 'coordinates': [-73.93711846, 40.63214962]}",17217.0,5.0,2.0,26.0,38.0,11210,34,CSL ALBANY AVE & AVENUE H,SYNTHETIC_CSL,ALBANY AVE & AVENUE H,BROOKLYN
B3937,ERS,BROOKLYN AVE & FARRAGUT RD,11210.0,BROOKLYN,BK17,45.0,40.63662719,-73.94224918,"{'type': 'Point', 'coordinates': [-73.94224918, 40.63662719]}",17217.0,61.0,2.0,26.0,40.0,11210,34,CSL BROOKLYN AVE & FARRAGUT RD,SYNTHETIC_CSL,BROOKLYN AVE & FARRAGUT RD,BROOKLYN
M0654,ERS,8 AVE & W 27 ST,10001.0,MANHATTAN,MN05,3.0,40.74782273,-73.99664704,"{'type': 'Point', 'coordinates': [-73.99664704, 40.74782273]}",11722.0,11.0,4.0,10.0,6.0,10001,33,CSL 8 AVE & W 27 ST,SYNTHETIC_CSL,8 AVE & W 27 ST,MANHATTAN
M0639,ERS,7 AVE & W 26 ST,10001.0,MANHATTAN,MN04,3.0,40.74600398,-73.99426259,"{'type': 'Point', 'coordinates': [-73.99426259, 40.74600398]}",11722.0,12.0,4.0,10.0,6.0,10001,33,CSL 7 AVE & W 26 ST,SYNTHETIC_CSL,7 AVE & W 26 ST,MANHATTAN
M0695,ERS,AVE OF AMERICAS & 32 ST,10001.0,MANHATTAN,MN05,3.0,40.74851327,-73.98871405,"{'type': 'Point', 'coordinates': [-73.98871405, 40.74851327]}",11722.0,11.0,4.0,10.0,8.0,10001,33,CSL AVE OF AMERICAS & 32 ST,SYNTHETIC_CSL,AVE OF AMERICAS & 32 ST,MANHATTAN
M0621,ERS,11 AVE & W 24 ST,10001.0,MANHATTAN,MN04,3.0,40.74955321,-74.00652834,"{'type': 'Point', 'coordinates': [-74.00652834, 40.74955321]}",11722.0,12.0,4.0,10.0,6.0,10001,33,CSL 11 AVE & W 24 ST,SYNTHETIC_CSL,11 AVE & W 24 ST,MANHATTAN
M0675,ERS,11 AVE & W 30 ST,10001.0,MANHATTAN,MN04,3.0,40.75326066,-74.00382216,"{'type': 'Point', 'coordinates': [-74.00382216, 40.75326066]}",11722.0,12.0,4.0,10.0,6.0,10001,33,CSL 11 AVE & W 30 ST,SYNTHETIC_CSL,11 AVE & W 30 ST,MANHATTAN
M0480,ERS,IRVING PL & E 17 ST,10003.0,MANHATTAN,MN06,2.0,40.73587893,-73.98738718,"{'type': 'Point', 'coordinates': [-73.98738718, 40.73587893]}",11724.0,71.0,4.0,50.0,7.0,10003,33,CSL IRVING PL & E 17 ST,SYNTHETIC_CSL,IRVING PL & E 17 ST,MANHATTAN
M0463,ERS,3 AVE & E 12 ST,10003.0,MANHATTAN,MN03,2.0,40.73196521,-73.98815308,"{'type': 'Point', 'coordinates': [-73.98815308, 40.73196521]}",11724.0,70.0,4.0,50.0,5.0,10003,33,CSL 3 AVE & E 12 ST,SYNTHETIC_CSL,3 AVE & E 12 ST,MANHATTAN
M0525,ERS,BROADWAY & W 12 ST,10003.0,MANHATTAN,MN02,2.0,40.73321392,-73.99111355,"{'type': 'Point', 'coordinates': [-73.99111355, 40.73321392]}",11724.0,57.0,4.0,50.0,5.0,10003,33,CSL BROADWAY & W 12 ST,SYNTHETIC_CSL,BROADWAY & W 12 ST,MANHATTAN
M0455,ERS,4 AVE & E 11 ST,10003.0,MANHATTAN,MN02,2.0,40.73199633,-73.99021191,"{'type': 'Point', 'coordinates': [-73.99021191, 40.73199633]}",11724.0,70.0,4.0,50.0,5.0,10003,33,CSL 4 AVE & E 11 ST,SYNTHETIC_CSL,4 AVE & E 11 ST,MANHATTAN
M0396,ERS,BROADWAY & W 8 ST,10003.0,MANHATTAN,MN02,1.0,40.73059121,-73.99240764,"{'type': 'Point', 'coordinates': [-73.99240764, 40.73059121]}",11724.0,57.0,4.0,32.0,3.0,10003,33,CSL BROADWAY & W 8 ST,SYNTHETIC_CSL,BROADWAY & W 8 ST,MANHATTAN
M1323,ERS,BROADWAY & W 108 ST,10025.0,MANHATTAN,MN07,6.0,40.80292725,-73.96757497,"{'type': 'Point', 'coordinates': [-73.96757497, 40.80292725]}",12422.0,20.0,4.0,23.0,15.0,10025,33,CSL BROADWAY & W 108 ST,SYNTHETIC_CSL,BROADWAY & W 108 ST,MANHATTAN
M1340,ERS,RIVERSIDE DR & W 111 ST,10025.0,MANHATTAN,MN09,7.0,40.80545283,-73.96772277,"{'type': 'Point', 'coordinates': [-73.96772277, 40.80545283]}",12422.0,37.0,4.0,23.0,17.0,10025,33,CSL RIVERSIDE DR & W 111 ST,SYNTHETIC_CSL,RIVERSIDE DR & W 111 ST,MANHATTAN
M1213,ERS,BROADWAY & W 92 ST,10025.0,MANHATTAN,MN07,6.0,40.79209413,-73.97364908,"{'type': 'Point', 'coordinates': [-73.97364908, 40.79209413]}",12422.0,20.0,4.0,19.0,15.0,10025,33,CSL BROADWAY & W 92 ST,SYNTHETIC_CSL,BROADWAY & W 92 ST,MANHATTAN
M1297,ERS,AMSTERDAM AVE & W 105 ST,10025.0,MANHATTAN,MN07,7.0,40.79976083,-73.96620573,"{'type': 'Point', 'coordinates': [-73.96620573, 40.79976083]}",12422.0,20.0,4.0,23.0,15.0,10025,33,CSL AMSTERDAM AVE & W 105 ST,SYNTHETIC_CSL,AMSTERDAM AVE & W 105 ST,MANHATTAN
M1314,ERS,CENTRAL PARK WEST & W 107 ST,10025.0,MANHATTAN,,7.0,40.79871853,-73.95953659,"{'type': 'Point', 'coordinates': [-73.95953659, 40.79871853]}",,20.0,4.0,23.0,15.0,10025,33,CSL CENTRAL PARK WEST & W 107 ST,SYNTHETIC_CSL,CENTRAL PARK WEST & W 107 ST,MANHATTAN
X4903,ERS,UNIVERSITY AVE & W KINGSBRIDGE RD,10468.0,BRONX,BX07,14.0,40.86828265,-73.90106211,"{'type': 'Point', 'coordinates': [-73.90106211, 40.86828265]}",11606.0,24.0,5.0,29.0,34.0,10468,33,CSL UNIVERSITY AVE & W KINGSBRIDGE RD,SYNTHETIC_CSL,UNIVERSITY AVE & W KINGSBRIDGE RD,BRONX
X3340,ERS,MORRIS AVE & E FORDHAM RD,10468.0,BRONX,BX05,14.0,40.86206694,-73.89961735,"{'type': 'Point', 'coordinates': [-73.89961735, 40.86206694]}",11606.0,6.0,5.0,29.0,29.0,10468,33,CSL MORRIS AVE & E FORDHAM RD,SYNTHETIC_CSL,MORRIS AVE & E FORDHAM RD,BRONX
X3700,ERS,W KINGSBRIDGE RD & BAILEY AVE,10468.0,BRONX,BX08,14.0,40.87313832,-73.90571425,"{'type': 'Point', 'coordinates': [-73.90571425, 40.87313832]}",11272.0,48.0,5.0,29.0,33.0,10468,33,CSL W KINGSBRIDGE RD & BAILEY AVE,SYNTHETIC_CSL,W KINGSBRIDGE RD & BAILEY AVE,BRONX
X3521,ERS,RESERVOIR AVE & W 195 ST,10468.0,BRONX,BX07,14.0,40.86965857,-73.89891854,"{'type': 'Point', 'coordinates': [-73.89891854, 40.86965857]}",11606.0,24.0,5.0,29.0,34.0,10468,33,CSL RESERVOIR AVE & W 195 ST,SYNTHETIC_CSL,RESERVOIR AVE & W 195 ST,BRONX
X3391,ERS,CRESTON AVE & E 196 ST,10468.0,BRONX,BX07,14.0,40.86838566,-73.89415261,"{'type': 'Point', 'coordinates': [-73.89415261, 40.86838566]}",11606.0,24.0,5.0,29.0,34.0,10468,33,CSL CRESTON AVE & E 196 ST,SYNTHETIC_CSL,CRESTON AVE & E 196 ST,BRONX
M0854,ERS,9 AVE & W 50 ST,10019.0,MANHATTAN,MN04,3.0,40.76348594,-73.98894738,"{'type': 'Point', 'coordinates': [-73.98894738, 40.76348594]}",12081.0,12.0,4.0,10.0,10.0,10019,31,CSL 9 AVE & W 50 ST,SYNTHETIC_CSL,9 AVE & W 50 ST,MANHATTAN
M0886,ERS,9 AVE & W 54 ST,10019.0,MANHATTAN,MN04,3.0,40.76598915,-73.98712184,"{'type': 'Point', 'coordinates': [-73.98712184, 40.76598915]}",12081.0,12.0,4.0,10.0,10.0,10019,31,CSL 9 AVE & W 54 ST,SYNTHETIC_CSL,9 AVE & W 54 ST,MANHATTAN
M0927,ERS,7 AVE & W 58 ST,10019.0,MANHATTAN,MN05,4.0,40.76619741,-73.97954417,"{'type': 'Point', 'coordinates': [-73.97954417, 40.76619741]}",12081.0,11.0,4.0,51.0,10.0,10019,31,CSL 7 AVE & W 58 ST,SYNTHETIC_CSL,7 AVE & W 58 ST,MANHATTAN
M0890,ERS,5 AVE & 54 ST,10019.0,MANHATTAN,MN05,4.0,40.76103991,-73.97537361,"{'type': 'Point', 'coordinates': [-73.97537361, 40.76103991]}",12419.0,11.0,4.0,51.0,10.0,10019,31,CSL 5 AVE & 54 ST,SYNTHETIC_CSL,5 AVE & 54 ST,MANHATTAN
M0909,ERS,7 AVE & W 56 ST,10019.0,MANHATTAN,MN05,4.0,40.7648435,-73.98052789,"{'type': 'Point', 'coordinates': [-73.98052789, 40.7648435]}",12081.0,11.0,4.0,51.0,10.0,10019,31,CSL 7 AVE & W 56 ST,SYNTHETIC_CSL,7 AVE & W 56 ST,MANHATTAN
X2875,ERS,NOBLE AVE & GLEASON AVE,10472.0,BRONX,BX09,18.0,40.82942885,-73.86968144,"{'type': 'Point', 'coordinates': [-73.86968144, 40.82942885]}",11610.0,58.0,5.0,31.0,26.0,10472,31,CSL NOBLE AVE & GLEASON AVE,SYNTHETIC_CSL,NOBLE AVE & GLEASON AVE,BRONX
X2850,ERS,SOUND VIEW AVE & WATSON AVE,10472.0,BRONX,BX09,18.0,40.82691495,-73.87202921,"{'type': 'Point', 'coordinates': [-73.87202921, 40.82691495]}",11610.0,58.0,5.0,31.0,26.0,10472,31,CSL SOUND VIEW AVE & WATSON AVE,SYNTHETIC_CSL,SOUND VIEW AVE & WATSON AVE,BRONX
X3098,ERS,BOYNTON AVE & E 173 ST,10472.0,BRONX,BX09,18.0,40.83348339,-73.87936805,"{'type': 'Point', 'coordinates': [-73.87936805, 40.83348339]}",11610.0,58.0,5.0,31.0,26.0,10472,31,CSL BOYNTON AVE & E 173 ST,SYNTHETIC_CSL,BOYNTON AVE & E 173 ST,BRONX
X3042,ERS,ELDER AVE & BX RIVER AVE,10472.0,BRONX,BX09,18.0,40.83318684,-73.88024814,"{'type': 'Point', 'coordinates': [-73.88024814, 40.83318684]}",11610.0,58.0,5.0,43.0,26.0,10472,31,CSL ELDER AVE & BX RIVER AVE,SYNTHETIC_CSL,ELDER AVE & BX RIVER AVE,BRONX
X2892,ERS,WESTCHESTER AVE & ST LAWRENCE AVE,10472.0,BRONX,BX09,18.0,40.83162392,-73.8672577,"{'type': 'Point', 'coordinates': [-73.8672577, 40.83162392]}",11610.0,58.0,5.0,31.0,26.0,10472,31,CSL WESTCHESTER AVE & ST LAWRENCE AVE,SYNTHETIC_CSL,WESTCHESTER AVE & ST LAWRENCE AVE,BRONX
B0793,ERS,LEXINGTON AVE & MALCOLM X BLVD\REID AVE,11221.0,BROOKLYN,BK03,36.0,40.68997797,-73.93036357,"{'type': 'Point', 'coordinates': [-73.93036357, 40.68997797]}",18181.0,69.0,2.0,49.0,52.0,11221,31,CSL LEXINGTON AVE & MALCOLM X BLVD\REID AVE,SYNTHETIC_CSL,LEXINGTON AVE & MALCOLM X BLVD\REID AVE,BROOKLYN
B0792,ERS,LEWIS AVE & LEXINGTON AVE,11221.0,BROOKLYN,BK03,36.0,40.689354,-73.9363203,"{'type': 'Point', 'coordinates': [-73.9363203, 40.689354]}",18181.0,69.0,2.0,49.0,52.0,11221,31,CSL LEWIS AVE & LEXINGTON AVE,SYNTHETIC_CSL,LEWIS AVE & LEXINGTON AVE,BROOKLYN
B0755,ERS,BUSHWICK AVE & STANHOPE ST,11221.0,BROOKLYN,BK04,34.0,40.6942806,-73.92673532,"{'type': 'Point', 'coordinates': [-73.92673532, 40.6942806]}",18181.0,42.0,2.0,30.0,53.0,11221,31,CSL BUSHWICK AVE & STANHOPE ST,SYNTHETIC_CSL,BUSHWICK AVE & STANHOPE ST,BROOKLYN
B0882,ERS,STUYVESANT AVE & PUTNAM AVE,11221.0,BROOKLYN,BK03,36.0,40.68603234,-73.93266905,"{'type': 'Point', 'coordinates': [-73.93266905, 40.68603234]}",18181.0,69.0,2.0,49.0,52.0,11221,31,CSL STUYVESANT AVE & PUTNAM AVE,SYNTHETIC_CSL,STUYVESANT AVE & PUTNAM AVE,BROOKLYN
B0823,ERS,CENTRAL AVE & PUTNAM AVE,11221.0,BROOKLYN,BK04,37.0,40.6921653,-73.91475403,"{'type': 'Point', 'coordinates': [-73.91475403, 40.6921653]}",18181.0,42.0,2.0,37.0,53.0,11221,31,CSL CENTRAL AVE & PUTNAM AVE,SYNTHETIC_CSL,CENTRAL AVE & PUTNAM AVE,BROOKLYN
Q1095,BARS,MOTT AVE & MCBRIDE ST,11691.0,QUEENS,QN14,31.0,40.60573893,-73.757706,"{'type': 'Point', 'coordinates': [-73.757706, 40.60573893]}",20529.0,51.0,3.0,47.0,59.0,11691,31,CSL MOTT AVE & MCBRIDE ST,SYNTHETIC_CSL,MOTT AVE & MCBRIDE ST,QUEENS
Q1017,BARS,EMPIRE AVE & VIRGINIA ST,11691.0,QUEENS,QN14,31.0,40.60695243,-73.74351982,"{'type': 'Point', 'coordinates': [-73.74351982, 40.60695243]}",20529.0,51.0,3.0,47.0,59.0,11691,31,CSL EMPIRE AVE & VIRGINIA ST,SYNTHETIC_CSL,EMPIRE AVE & VIRGINIA ST,QUEENS
Q1094,BARS,MOTT AVE & BEACH CHANNEL DR,11691.0,QUEENS,QN14,31.0,40.60533444,-73.75527385,"{'type': 'Point', 'coordinates': [-73.75527385, 40.60533444]}",20529.0,51.0,3.0,47.0,59.0,11691,31,CSL MOTT AVE & BEACH CHANNEL DR,SYNTHETIC_CSL,MOTT AVE & BEACH CHANNEL DR,QUEENS
Q1069,BARS,SEAGIRT BLVD & BEACH 14 ST,11691.0,QUEENS,QN14,31.0,40.59527141,-73.74820535,"{'type': 'Point', 'coordinates': [-73.74820535, 40.59527141]}",20529.0,51.0,3.0,47.0,59.0,11691,31,CSL SEAGIRT BLVD & BEACH 14 ST,SYNTHETIC_CSL,SEAGIRT BLVD & BEACH 14 ST,QUEENS
Q1046,BARS,BEACH 6 ST & JARVIS AVE,11691.0,QUEENS,QN14,31.0,40.59867493,-73.74024581,"{'type': 'Point', 'coordinates': [-73.74024581, 40.59867493]}",20529.0,51.0,3.0,47.0,59.0,11691,31,CSL BEACH 6 ST & JARVIS AVE,SYNTHETIC_CSL,BEACH 6 ST & JARVIS AVE,QUEENS
M0428,ERS,AVENUE B & E 4 ST,10009.0,MANHATTAN,MN03,2.0,40.72327798,-73.9825245,"{'type': 'Point', 'coordinates': [-73.9825245, 40.72327798]}",11729.0,70.0,4.0,50.0,5.0,10009,29,CSL AVENUE B & E 4 ST,SYNTHETIC_CSL,AVENUE B & E 4 ST,MANHATTAN
M0482,ERS,STUYVESANT TWN SVC RD 1 AVE & E 16 ST,10009.0,MANHATTAN,MN06,2.0,40.73264377,-73.981562,"{'type': 'Point', 'coordinates': [-73.981562, 40.73264377]}",11729.0,71.0,4.0,50.0,7.0,10009,29,CSL STUYVESANT TWN SVC RD 1 AVE & E 16 ST,SYNTHETIC_CSL,STUYVESANT TWN SVC RD 1 AVE & E 16 ST,MANHATTAN
M0467,ERS,E 13 ST & AVE C/LOISAIDA AVE,10009.0,MANHATTAN,MN03,2.0,40.7277487,-73.97617988,"{'type': 'Point', 'coordinates': [-73.97617988, 40.7277487]}",11729.0,70.0,4.0,50.0,5.0,10009,29,CSL E 13 ST & AVE C/LOISAIDA AVE,SYNTHETIC_CSL,E 13 ST & AVE C/LOISAIDA AVE,MANHATTAN
M0453,ERS,1 AVE & E 10 ST,10009.0,MANHATTAN,MN03,2.0,40.72876844,-73.98443161,"{'type': 'Point', 'coordinates': [-73.98443161, 40.72876844]}",11724.0,70.0,4.0,50.0,5.0,10009,29,CSL 1 AVE & E 10 ST,SYNTHETIC_CSL,1 AVE & E 10 ST,MANHATTAN
